paquet,version,licence,depot
webpki-roots,0.26.11,CDLA-Permissive-2.0,https://github.com/rustls/webpki-roots
webpki-roots,1.0.7,CDLA-Permissive-2.0,https://github.com/rustls/webpki-roots
weezl,0.1.12,MIT OR Apache-2.0,https://github.com/image-rs/weezl
wgpu,27.0.1,MIT OR Apache-2.0,https://github.com/gfx-rs/wgpu
wgpu-core,27.0.3,MIT OR Apache-2.0,https://github.com/gfx-rs/wgpu
wgpu-core-deps-apple,27.0.0,MIT OR Apache-2.0,https://github.com/gfx-rs/wgpu
wgpu-core-deps-wasm,27.0.0,MIT OR Apache-2.0,https://github.com/gfx-rs/wgpu
wgpu-core-deps-windows-linux-android,27.0.0,MIT OR Apache-2.0,https://github.com/gfx-rs/wgpu
wgpu-hal,27.0.4,MIT OR Apache-2.0,https://github.com/gfx-rs/wgpu
wgpu-types,27.0.1,MIT OR Apache-2.0,https://github.com/gfx-rs/wgpu
wide,0.7.33,Zlib OR Apache-2.0 OR MIT,https://github.com/Lokathor/wide
winapi,0.3.9,MIT/Apache-2.0,https://github.com/retep998/winapi-rs
winapi-i686-pc-windows-gnu,0.4.0,MIT/Apache-2.0,https://github.com/retep998/winapi-rs
winapi-util,0.1.11,Unlicense OR MIT,https://github.com/BurntSushi/winapi-util
winapi-x86_64-pc-windows-gnu,0.4.0,MIT/Apache-2.0,https://github.com/retep998/winapi-rs
windows,0.54.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows,0.58.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows,0.61.3,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows,0.62.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-collections,0.2.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-collections,0.3.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-core,0.54.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-core,0.58.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-core,0.61.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-core,0.62.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-future,0.2.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-future,0.3.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-implement,0.58.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-implement,0.60.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-interface,0.58.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-interface,0.59.3,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-link,0.1.3,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-link,0.2.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-numerics,0.2.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-numerics,0.3.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-result,0.1.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-result,0.2.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-result,0.3.4,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-result,0.4.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-strings,0.1.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-strings,0.4.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-strings,0.5.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-sys,0.45.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-sys,0.52.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-sys,0.59.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-sys,0.60.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-sys,0.61.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-targets,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-targets,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-targets,0.53.5,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-threading,0.1.0,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows-threading,0.2.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_gnullvm,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_gnullvm,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_gnullvm,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_msvc,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_msvc,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_aarch64_msvc,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_gnu,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_gnu,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_gnu,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_gnullvm,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_gnullvm,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_msvc,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_msvc,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_i686_msvc,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnu,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnu,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnu,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnullvm,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnullvm,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_gnullvm,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_msvc,0.42.2,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_msvc,0.52.6,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
windows_x86_64_msvc,0.53.1,MIT OR Apache-2.0,https://github.com/microsoft/windows-rs
winit,0.30.13,Apache-2.0,https://github.com/rust-windowing/winit
winnow,0.7.15,MIT,https://github.com/winnow-rs/winnow
winnow,1.0.2,MIT,https://github.com/winnow-rs/winnow
wit-bindgen,0.51.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wit-bindgen
wit-bindgen,0.57.1,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wit-bindgen
wit-bindgen-core,0.51.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wit-bindgen
wit-bindgen-rust,0.51.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wit-bindgen
wit-bindgen-rust-macro,0.51.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wit-bindgen
wit-component,0.244.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wasm-tools/tree/main/crates/wit-component
wit-parser,0.244.0,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/wasm-tools/tree/main/crates/wit-parser
writeable,0.6.3,Unicode-3.0,https://github.com/unicode-org/icu4x
x11-dl,2.21.0,MIT,https://github.com/AltF02/x11-rs.git
x11rb,0.13.2,MIT OR Apache-2.0,https://github.com/psychon/x11rb
x11rb-protocol,0.13.2,MIT OR Apache-2.0,https://github.com/psychon/x11rb
xcursor,0.3.10,MIT,https://github.com/esposm03/xcursor-rs
xkbcommon-dl,0.4.2,MIT,https://github.com/rust-windowing/xkbcommon-dl
xkeysym,0.2.1,MIT OR Apache-2.0 OR Zlib,https://github.com/notgull/xkeysym
xml-rs,0.8.28,MIT,https://github.com/kornelski/xml-rs
yazi,0.2.1,Apache-2.0 OR MIT,https://github.com/dfrg/yazi
yoke,0.8.2,Unicode-3.0,https://github.com/unicode-org/icu4x
yoke-derive,0.8.2,Unicode-3.0,https://github.com/unicode-org/icu4x
zeno,0.3.3,Apache-2.0 OR MIT,https://github.com/dfrg/zeno
zerocopy,0.8.48,BSD-2-Clause OR Apache-2.0 OR MIT,https://github.com/google/zerocopy
zerocopy-derive,0.8.48,BSD-2-Clause OR Apache-2.0 OR MIT,https://github.com/google/zerocopy
zerofrom,0.1.8,Unicode-3.0,https://github.com/unicode-org/icu4x
zerofrom-derive,0.1.7,Unicode-3.0,https://github.com/unicode-org/icu4x
zeroize,1.8.2,Apache-2.0 OR MIT,https://github.com/RustCrypto/utils
zerotrie,0.2.4,Unicode-3.0,https://github.com/unicode-org/icu4x
zerovec,0.11.6,Unicode-3.0,https://github.com/unicode-org/icu4x
zerovec-derive,0.11.3,Unicode-3.0,https://github.com/unicode-org/icu4x
zip,2.4.2,MIT,https://github.com/zip-rs/zip2.git
zmij,1.0.21,MIT,https://github.com/dtolnay/zmij
zopfli,0.8.3,Apache-2.0,https://github.com/zopfli-rs/zopfli
zstd,0.13.3,MIT,https://github.com/gyscos/zstd-rs
zstd-safe,7.2.4,MIT OR Apache-2.0,https://github.com/gyscos/zstd-rs
zstd-sys,2.0.16+zstd.1.5.7,MIT/Apache-2.0,https://github.com/gyscos/zstd-rs
zune-core,0.5.1,MIT OR Apache-2.0 OR Zlib,https://github.com/etemesi254/zune-image
zune-jpeg,0.5.15,MIT OR Apache-2.0 OR Zlib,https://github.com/etemesi254/zune-image/tree/dev/crates/zune-jpeg
